id,standard,subject,discipline,source_class,unit,unit_number,unit_name,chapter,branch,topic,subtopic,question_type,question,option_a,option_b,option_c,option_d,correct_option,correct_answer,explanation,difficulty,cognitive_level,source_document,source_chapter,source_page,figure_asset,figure_required,figure_alt_text,generator_eligible,validation_status
NEET27-CHEM-0841,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Periodic anomalies,trend explanation,Conceptual/application MCQ,The best explanation for the observation that an anion is larger than its parent atom is:,all orbitals in a shell have identical penetration,added electron-electron repulsion expands the electron cloud,nuclear charge has no role in periodic properties,the number of occupied shells always decreases down a group,B,added electron-electron repulsion expands the electron cloud,Added electron-electron repulsion expands the electron cloud.,Medium,Application,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0842,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Periodic trends,general trend,Statement-based MCQ,"Across a period, which statement is generally correct?",first ionisation enthalpy generally increases,it always decreases without exceptions,it is exactly constant,atomic size always increases,A,first ionisation enthalpy generally increases,"The trend follows changes in effective nuclear charge, shell number and shielding.",Medium,Recall,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0843,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Block classification,electronic configuration,Direct recall MCQ,The element Si is classified as a member of the:,d-block,s-block,p-block,f-block,C,p-block,The differentiating electron identifies the block.,Easy,Recall,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0844,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Periodic trends,general trend,Statement-based MCQ,"Down a group, which statement is generally correct?",the valence shell moves closer to the nucleus,shielding disappears,all atoms become noble gases,electronegativity generally decreases,D,electronegativity generally decreases,"The trend follows changes in effective nuclear charge, shell number and shielding.",Medium,Recall,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0845,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Periodic anomalies,trend explanation,Conceptual/application MCQ,The best explanation for the observation that IE₁(Be) is greater than IE₁(B) is:,nuclear charge has no role in periodic properties,the electron removed from B is a higher-energy 2p electron,all orbitals in a shell have identical penetration,the number of occupied shells always decreases down a group,B,the electron removed from B is a higher-energy 2p electron,The electron removed from b is a higher-energy 2p electron.,Medium,Application,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0846,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Block classification,general outer configuration,Direct recall MCQ,The general valence-shell configuration of the s-block is:,ns¹–²,(n−2)f¹–¹⁴,ns²np¹–⁶,(n−1)d¹–¹⁰ns⁰–²,A,ns¹–²,Block classification follows the subshell receiving the differentiating electron.,Easy,Recall,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0847,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Block classification,electronic configuration,Statement-based MCQ,"The element Si is classified as a member of the:
Statement I: p-block
Statement II: s-block
Choose the correct option.",Only Statement I is correct,Neither statement is correct,Only Statement II is correct,Both statements are correct,A,Only Statement I is correct,Statement I is correct. Statement II is incorrect. The differentiating electron identifies the block.,Difficult,Analysis,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0848,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Block classification,electronic configuration,Statement-based MCQ,"The element Cl is classified as a member of the:
Statement I: p-block
Statement II: s-block
Choose the correct option.",Neither statement is correct,Both statements are correct,Only Statement II is correct,Only Statement I is correct,D,Only Statement I is correct,Statement I is correct. Statement II is incorrect. The differentiating electron identifies the block.,Difficult,Analysis,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0849,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Block classification,electronic configuration,Statement-based MCQ,"The element Ca is classified as a member of the:
Statement I: s-block
Statement II: p-block
Choose the correct option.",Neither statement is correct,Only Statement I is correct,Both statements are correct,Only Statement II is correct,B,Only Statement I is correct,Statement I is correct. Statement II is incorrect. The differentiating electron identifies the block.,Difficult,Analysis,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0850,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Modern periodic table,period assignment,Direct recall MCQ,The element Ag belongs to which period?,3,1,2,5,D,5,The highest occupied principal shell gives the period.,Easy,Recall,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0851,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Block classification,general outer configuration,Direct recall MCQ,The general valence-shell configuration of the p-block is:,ns¹–²,(n−1)d¹–¹⁰ns⁰–²,ns²np¹–⁶,(n−2)f¹–¹⁴,C,ns²np¹–⁶,Block classification follows the subshell receiving the differentiating electron.,Easy,Recall,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0852,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Modern periodic table,period assignment,Statement-based MCQ,"The element Cl belongs to which period?
Statement I: 3
Statement II: 1
Choose the correct option.",Both statements are correct,Neither statement is correct,Only Statement I is correct,Only Statement II is correct,C,Only Statement I is correct,Statement I is correct. Statement II is incorrect. The highest occupied principal shell gives the period.,Difficult,Analysis,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0853,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Modern periodic table,period assignment,Direct recall MCQ,The element I belongs to which period?,5,1,2,3,A,5,The highest occupied principal shell gives the period.,Easy,Recall,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0854,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Periodic properties,order comparison,Sequence/match MCQ,"Which is the correct decreasing order of ionic radius among Na⁺, Mg²⁺, Al³⁺?",Mg²⁺ > Na⁺ > Al³⁺,Mg²⁺ > Al³⁺ > Na⁺,Na⁺ > Mg²⁺ > Al³⁺,Na⁺ > Al³⁺ > Mg²⁺,C,Na⁺ > Mg²⁺ > Al³⁺,All have ten electrons; greater nuclear charge gives smaller radius.,Medium,Application,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0855,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Block classification,electronic configuration,Direct recall MCQ,The element Cl is classified as a member of the:,p-block,f-block,d-block,s-block,A,p-block,The differentiating electron identifies the block.,Easy,Recall,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
