id,unit,topic,difficulty,question_type
NEET27-CHEM-2127,20,Prescribed preparations,Medium,Practical/laboratory MCQ
NEET27-CHEM-2128,20,Prescribed preparations,Medium,Practical/laboratory MCQ
NEET27-CHEM-2129,20,Qualitative salt analysis,Medium,Practical/laboratory MCQ
NEET27-CHEM-2130,20,Prescribed experiments,Medium,Practical/laboratory MCQ
NEET27-CHEM-2131,20,Calorimetry,Medium,Practical/laboratory MCQ
NEET27-CHEM-2132,20,Lyophobic Sol,Difficult,Practical/laboratory MCQ
NEET27-CHEM-2133,20,Carbylamine Test,Easy,Practical/laboratory MCQ
NEET27-CHEM-2134,20,Lyophobic Sol,Easy,Practical/laboratory MCQ
NEET27-CHEM-2135,20,Prescribed experiments,Medium,Practical/laboratory MCQ
NEET27-CHEM-2136,20,Functional-group detection,Easy,Practical/laboratory MCQ
NEET27-CHEM-2137,20,Qualitative salt analysis,Medium,Practical/laboratory MCQ
NEET27-CHEM-2138,20,Fehling Test,Easy,Practical/laboratory MCQ
NEET27-CHEM-2139,20,Qualitative salt analysis,Medium,Practical/laboratory MCQ
NEET27-CHEM-2140,20,Volumetric analysis,Easy,Practical/laboratory MCQ
NEET27-CHEM-2141,20,Qualitative salt analysis,Medium,Practical/laboratory MCQ
NEET27-CHEM-2142,20,Lucas Test,Easy,Practical/laboratory MCQ
NEET27-CHEM-2143,20,Experimental principles,Medium,Practical/laboratory MCQ
NEET27-CHEM-2144,20,Permanganate titration,Medium,Practical/laboratory MCQ
NEET27-CHEM-2145,20,Qualitative salt analysis,Medium,Practical/laboratory MCQ
NEET27-CHEM-2146,20,Functional-group detection,Easy,Practical/laboratory MCQ
NEET27-CHEM-2147,20,Qualitative salt analysis,Medium,Practical/laboratory MCQ
NEET27-CHEM-2148,20,Ceric Ammonium Nitrate Test,Easy,Practical/laboratory MCQ
NEET27-CHEM-2149,20,Hinsberg Test,Easy,Practical/laboratory MCQ
NEET27-CHEM-2150,20,Carbylamine Test,Easy,Practical/laboratory MCQ
NEET27-CHEM-2151,20,Volumetric analysis,Easy,Practical/laboratory MCQ
NEET27-CHEM-2152,20,Experimental principles,Medium,Practical/laboratory MCQ
NEET27-CHEM-2153,20,Hinsberg Test,Difficult,Practical/laboratory MCQ
NEET27-CHEM-2154,20,Lucas Test,Easy,Practical/laboratory MCQ
NEET27-CHEM-2155,20,Ceric Ammonium Nitrate Test,Medium,Practical/laboratory MCQ
NEET27-CHEM-2156,20,Qualitative salt analysis,Medium,Practical/laboratory MCQ
NEET27-CHEM-2157,20,Volumetric analysis,Medium,Practical/laboratory MCQ
NEET27-CHEM-2158,20,Fehling Test,Medium,Practical/laboratory MCQ
NEET27-CHEM-2159,20,Ceric Ammonium Nitrate Test,Easy,Practical/laboratory MCQ
NEET27-CHEM-2160,20,Experimental principles,Medium,Practical/laboratory MCQ
