id,source_class,unit,chapter,topic,subtopic,question_type,difficulty,cognitive_level,correct_option,figure_required,figure_files
NEET27-PHY-1228,XII,Unit 12: Current Electricity,Current Electricity,Electric Current and Drift,Current density as a vector,Statement-based MCQ,Medium,Analysis,A,False,
NEET27-PHY-1229,XII,Unit 12: Current Electricity,Current Electricity,Electric Current and Drift,Definition of current,One-step numerical MCQ,Easy,Application,D,False,
NEET27-PHY-1230,XII,Unit 12: Current Electricity,Current Electricity,Electric Current and Drift,Relation I = n A e v_d,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-1231,XII,Unit 12: Current Electricity,Current Electricity,Electric Current and Drift,Drift velocity,Direct MCQ,Easy,Recall,B,False,
NEET27-PHY-1232,XII,Unit 12: Current Electricity,Current Electricity,Electric current,drift velocity,Conceptual/application MCQ,Easy,Application,B,False,
NEET27-PHY-1233,XII,Unit 12: Current Electricity,Current Electricity,Electric current,mobility,Direct MCQ,Easy,Recall,B,False,
NEET27-PHY-1234,XII,Unit 12: Current Electricity,Current Electricity,Electric current,current density,One-step numerical MCQ,Medium,Application,A,False,
NEET27-PHY-1235,XII,Unit 12: Current Electricity,Current Electricity,Electrical Power and Energy,Bulb on a lower supply,Conceptual/application MCQ,Difficult,Analysis,A,False,
NEET27-PHY-1236,XII,Unit 12: Current Electricity,Current Electricity,Electrical Power and Energy,Power in a circuit,One-step numerical MCQ,Easy,Application,A,False,
NEET27-PHY-1237,XII,Unit 12: Current Electricity,Current Electricity,Electrical Power and Energy,Bulbs in series,Conceptual/application MCQ,Medium,Application,D,False,
NEET27-PHY-1238,XII,Unit 12: Current Electricity,Current Electricity,Electrical Power and Energy,Cost of energy,Conceptual/application MCQ,Medium,Application,A,False,
NEET27-PHY-1239,XII,Unit 12: Current Electricity,Current Electricity,Electrical Power and Energy,Network of bulbs,Multi-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-1240,XII,Unit 12: Current Electricity,Current Electricity,Electrical Power and Energy,Resistance from rating,One-step numerical MCQ,Medium,Application,B,False,
NEET27-PHY-1241,XII,Unit 12: Current Electricity,Current Electricity,Electrical Power and Energy,Electrical energy,One-step numerical MCQ,Easy,Application,C,False,
NEET27-PHY-1242,XII,Unit 12: Current Electricity,Current Electricity,Electrical Power and Energy,Power in a branch,Multi-step numerical MCQ,Difficult,Analysis,D,False,
NEET27-PHY-1243,XII,Unit 12: Current Electricity,Current Electricity,Electrical Power and Energy,Heating coils,Conceptual/application MCQ,Difficult,Analysis,D,False,
NEET27-PHY-1244,XII,Unit 12: Current Electricity,Current Electricity,Electrical Power and Energy,Heating effect,Multi-step numerical MCQ,Difficult,Analysis,B,False,
NEET27-PHY-1245,XII,Unit 12: Current Electricity,Current Electricity,Electrical resistance,resistivity relation,One-step numerical MCQ,Medium,Application,A,False,
NEET27-PHY-1246,XII,Unit 12: Current Electricity,Current Electricity,Electrical resistance,resistivity relation,One-step numerical MCQ,Medium,Application,D,False,
NEET27-PHY-1247,XII,Unit 12: Current Electricity,Current Electricity,Kirchhoff's Laws,Assumed current directions,Conceptual/application MCQ,Medium,Application,A,False,
NEET27-PHY-1248,XII,Unit 12: Current Electricity,Current Electricity,Kirchhoff's Laws,Capacitor in a dc network,Conceptual/application MCQ,Difficult,Analysis,B,False,
NEET27-PHY-1249,XII,Unit 12: Current Electricity,Current Electricity,Kirchhoff's Laws,Loading by a voltmeter,Conceptual/application MCQ,Difficult,Analysis,B,False,
NEET27-PHY-1250,XII,Unit 12: Current Electricity,Current Electricity,Kirchhoff's Laws,Loop rule with two cells,Multi-step numerical MCQ,Medium,Application,A,False,
NEET27-PHY-1251,XII,Unit 12: Current Electricity,Current Electricity,Kirchhoff's Laws,Node analysis,Multi-step numerical MCQ,Difficult,Analysis,A,False,
NEET27-PHY-1252,XII,Unit 12: Current Electricity,Current Electricity,Kirchhoff's Laws,Two cells in parallel,Multi-step numerical MCQ,Difficult,Analysis,D,False,
NEET27-PHY-1253,XII,Unit 12: Current Electricity,Current Electricity,Kirchhoff's Laws,Junction rule,One-step numerical MCQ,Easy,Application,C,False,
NEET27-PHY-1254,XII,Unit 12: Current Electricity,Current Electricity,Kirchhoff's Laws,Basis and scope of the rules,Statement-based MCQ,Medium,Analysis,B,False,
NEET27-PHY-1255,XII,Unit 12: Current Electricity,Current Electricity,Kirchhoff's Laws,Loop rule,Multi-step numerical MCQ,Medium,Application,A,False,
NEET27-PHY-1256,XII,Unit 12: Current Electricity,Current Electricity,Kirchhoff's Laws,Sign convention,Conceptual/application MCQ,Easy,Application,A,False,
NEET27-PHY-1257,XII,Unit 12: Current Electricity,Current Electricity,Kirchhoff's Laws,Independent equations,Conceptual/application MCQ,Medium,Application,A,False,
NEET27-PHY-1258,XII,Unit 12: Current Electricity,Current Electricity,Kirchhoff's Laws,Unknown resistance in a network,Multi-step numerical MCQ,Difficult,Analysis,A,False,
NEET27-PHY-1259,XII,Unit 12: Current Electricity,Current Electricity,Kirchhoff's Laws,Junction rule,Direct MCQ,Easy,Recall,A,False,
NEET27-PHY-1260,XII,Unit 12: Current Electricity,Current Electricity,Kirchhoff's Laws,Simple network,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-1261,XII,Unit 12: Current Electricity,Current Electricity,Kirchhoff's rules,junction rule,One-step numerical MCQ,Easy,Application,A,False,
NEET27-PHY-1262,XII,Unit 12: Current Electricity,Current Electricity,Resistance,temperature dependence,Conceptual/application MCQ,Medium,Application,C,False,
NEET27-PHY-1263,XII,Unit 12: Current Electricity,Current Electricity,Wheatstone Bridge,Properties of the balanced bridge,Conceptual/application MCQ,Medium,Application,A,False,
NEET27-PHY-1264,XII,Unit 12: Current Electricity,Current Electricity,Wheatstone Bridge,Metre bridge,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-1265,XII,Unit 12: Current Electricity,Current Electricity,Wheatstone Bridge,Balance condition,Direct MCQ,Easy,Recall,C,False,
NEET27-PHY-1266,XII,Unit 12: Current Electricity,Current Electricity,Wheatstone Bridge,Balance condition,One-step numerical MCQ,Easy,Application,B,False,
NEET27-PHY-1267,XII,Unit 12: Current Electricity,Current Electricity,Wheatstone Bridge,Metre bridge,Multi-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-1268,XII,Unit 12: Current Electricity,Current Electricity,Wheatstone Bridge,Balanced bridge,Direct MCQ,Easy,Recall,A,False,
NEET27-PHY-1269,XII,Unit 12: Current Electricity,Current Electricity,Wheatstone Bridge,Metre bridge,Conceptual/application MCQ,Medium,Application,A,False,
NEET27-PHY-1270,XII,Unit 12: Current Electricity,Current Electricity,Wheatstone Bridge,Balanced bridge,Multi-step numerical MCQ,Difficult,Analysis,D,False,
NEET27-PHY-1271,XII,Unit 12: Current Electricity,Current Electricity,Wheatstone Bridge,Metre bridge,Conceptual/application MCQ,Medium,Application,A,False,
NEET27-PHY-1272,XII,Unit 12: Current Electricity,Current Electricity,Wheatstone Bridge,Balanced bridge with a cell,Multi-step numerical MCQ,Difficult,Analysis,A,False,
NEET27-PHY-1273,XII,Unit 12: Current Electricity,Current Electricity,Wheatstone Bridge,Sensitivity,Conceptual/application MCQ,Medium,Application,B,False,
NEET27-PHY-1274,XII,Unit 12: Current Electricity,Current Electricity,Wheatstone Bridge,Restoring balance,Multi-step numerical MCQ,Difficult,Analysis,A,False,
NEET27-PHY-1275,XII,Unit 12: Current Electricity,Current Electricity,Wheatstone Bridge,Metre bridge,Conceptual/application MCQ,Difficult,Analysis,B,False,
NEET27-PHY-1276,XII,Unit 12: Current Electricity,Current Electricity,Wheatstone Bridge,Metre bridge,Conceptual/application MCQ,Easy,Application,A,False,
NEET27-PHY-1277,XII,Unit 12: Current Electricity,Current Electricity,Wheatstone bridge,balance condition,One-step numerical MCQ,Medium,Application,B,False,
NEET27-PHY-1278,XII,Unit 12: Current Electricity,Current Electricity,Wheatstone bridge,balance condition,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-1279,XII,Unit 12: Current Electricity,Current Electricity,Ω's Law and Resistance,Conductivity,One-step numerical MCQ,Medium,Application,D,False,
NEET27-PHY-1280,XII,Unit 12: Current Electricity,Current Electricity,Ω's Law and Resistance,Resistivity,Direct MCQ,Easy,Recall,D,False,
NEET27-PHY-1281,XII,Unit 12: Current Electricity,Current Electricity,Ω's Law and Resistance,Cutting and rejoining a wire,One-step numerical MCQ,Medium,Application,D,False,
NEET27-PHY-1282,XII,Unit 12: Current Electricity,Current Electricity,Ω's Law and Resistance,Series conductors of different materials,Statement-based MCQ,Difficult,Analysis,D,False,
NEET27-PHY-1283,XII,Unit 12: Current Electricity,Current Electricity,Ω's Law and Resistance,Resistance and resistivity,Conceptual/application MCQ,Medium,Application,D,False,
NEET27-PHY-1284,XII,Unit 12: Current Electricity,Current Electricity,Ω's Law and Resistance,Resistance of a wire,One-step numerical MCQ,Easy,Application,C,False,
NEET27-PHY-1285,XII,Unit 12: Current Electricity,Current Electricity,Ω's Law and Resistance,Temperature dependence of resistivity,Multi-step numerical MCQ,Difficult,Analysis,B,False,
NEET27-PHY-1286,XII,Unit 12: Current Electricity,Current Electricity,Ω's Law and Resistance,Temperature coefficient,One-step numerical MCQ,Medium,Application,D,False,
NEET27-PHY-1287,XII,Unit 12: Current Electricity,Current Electricity,Ω's Law and Resistance,Stretching and folding a wire,Multi-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-1288,XII,Unit 12: Current Electricity,Current Electricity,Ω's Law and Resistance,Stretching a wire,Conceptual/application MCQ,Medium,Application,D,False,
NEET27-PHY-1289,XII,Unit 12: Current Electricity,Current Electricity,Ω's Law and Resistance,Statement of Ω's law,Direct MCQ,Easy,Recall,C,False,
NEET27-PHY-1290,XII,Unit 12: Current Electricity,Current Electricity,Ω's Law and Resistance,Resistance and geometry,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-1291,XII,Unit 12: Current Electricity,Current Electricity,Ω's Law and Resistance,Temperature coefficient,Multi-step numerical MCQ,Difficult,Analysis,D,False,
NEET27-PHY-1292,XII,Unit 12: Current Electricity,Current Electricity,Ω's Law and Resistance,V versus I graph,Conceptual/application MCQ,Medium,Application,C,False,
NEET27-PHY-1293,XII,Unit 12: Current Electricity,Current Electricity,Ω's Law and Resistance,Ohmic and non ohmic devices,Direct MCQ,Medium,Application,D,False,
NEET27-PHY-1294,XII,Unit 12: Current Electricity,Current Electricity,Ω's Law and Resistance,Effect of temperature,Conceptual/application MCQ,Easy,Application,A,False,
NEET27-PHY-1295,XII,Unit 12: Current Electricity,Current Electricity,Ω's Law and Resistance,Drift speed and resistance,Conceptual/application MCQ,Difficult,Analysis,B,False,
NEET27-PHY-1296,XII,Unit 12: Current Electricity,Current Electricity,Ω's Law and Resistance,Resistivity from measurements,Multi-step numerical MCQ,Difficult,Analysis,B,False,
NEET27-PHY-1297,XII,Unit 13: Magnetic Effects of Current and Magnetism,Moving Charges and Magnetism; Magnetism and Matter,Ampere's Circuital Law,Currents outside the loop,Conceptual/application MCQ,Easy,Application,A,False,
NEET27-PHY-1298,XII,Unit 13: Magnetic Effects of Current and Magnetism,Moving Charges and Magnetism; Magnetism and Matter,Ampere's Circuital Law,Equal fields inside and outside,Multi-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-1299,XII,Unit 13: Magnetic Effects of Current and Magnetism,Moving Charges and Magnetism; Magnetism and Matter,Ampere's Circuital Law,Validity and usefulness,Statement-based MCQ,Medium,Analysis,B,False,
NEET27-PHY-1300,XII,Unit 13: Magnetic Effects of Current and Magnetism,Moving Charges and Magnetism; Magnetism and Matter,Ampere's Circuital Law,Coaxial cable,Multi-step numerical MCQ,Difficult,Analysis,B,False,
NEET27-PHY-1301,XII,Unit 13: Magnetic Effects of Current and Magnetism,Moving Charges and Magnetism; Magnetism and Matter,Ampere's Circuital Law,Statement of the law,Conceptual/application MCQ,Easy,Application,D,False,
NEET27-PHY-1302,XII,Unit 13: Magnetic Effects of Current and Magnetism,Moving Charges and Magnetism; Magnetism and Matter,Ampere's Circuital Law,Variation across a thick conductor,Conceptual/application MCQ,Medium,Application,A,False,
NEET27-PHY-1303,XII,Unit 13: Magnetic Effects of Current and Magnetism,Moving Charges and Magnetism; Magnetism and Matter,Ampere's Circuital Law,Application to a straight wire,One-step numerical MCQ,Easy,Application,A,False,
NEET27-PHY-1304,XII,Unit 13: Magnetic Effects of Current and Magnetism,Moving Charges and Magnetism; Magnetism and Matter,Ampere's Circuital Law,Evaluating the line integral,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-1305,XII,Unit 13: Magnetic Effects of Current and Magnetism,Moving Charges and Magnetism; Magnetism and Matter,Ampere's Circuital Law,Choice of Amperian loop,Direct MCQ,Easy,Recall,A,False,
NEET27-PHY-1306,XII,Unit 13: Magnetic Effects of Current and Magnetism,Moving Charges and Magnetism; Magnetism and Matter,Ampere's Circuital Law,Numerical inside a thick wire,One-step numerical MCQ,Medium,Application,D,False,
NEET27-PHY-1307,XII,Unit 13: Magnetic Effects of Current and Magnetism,Moving Charges and Magnetism; Magnetism and Matter,Ampere's Circuital Law,Hollow conductor,Conceptual/application MCQ,Medium,Application,A,False,
NEET27-PHY-1308,XII,Unit 13: Magnetic Effects of Current and Magnetism,Moving Charges and Magnetism; Magnetism and Matter,Bar magnet,equatorial field,Direct MCQ,Medium,Application,C,False,
NEET27-PHY-1309,XII,Unit 13: Magnetic Effects of Current and Magnetism,Moving Charges and Magnetism; Magnetism and Matter,Bar magnet,axial field,Direct MCQ,Medium,Application,A,False,
NEET27-PHY-1310,XII,Unit 13: Magnetic Effects of Current and Magnetism,Moving Charges and Magnetism; Magnetism and Matter,Bar magnet,equivalent solenoid,Conceptual/application MCQ,Easy,Application,D,False,
NEET27-PHY-1311,XII,Unit 13: Magnetic Effects of Current and Magnetism,Moving Charges and Magnetism; Magnetism and Matter,Bar magnet,axial-equatorial comparison,Conceptual/application MCQ,Easy,Application,B,False,
NEET27-PHY-1312,XII,Unit 13: Magnetic Effects of Current and Magnetism,Moving Charges and Magnetism; Magnetism and Matter,Biot Savart Law,Statement of the law,Direct MCQ,Easy,Recall,D,False,
NEET27-PHY-1313,XII,Unit 13: Magnetic Effects of Current and Magnetism,Moving Charges and Magnetism; Magnetism and Matter,Biot Savart Law,Scaling of the element field,Multi-step numerical MCQ,Difficult,Analysis,D,False,
NEET27-PHY-1314,XII,Unit 13: Magnetic Effects of Current and Magnetism,Moving Charges and Magnetism; Magnetism and Matter,Biot Savart Law,Angular dependence,Direct MCQ,Easy,Recall,C,False,
NEET27-PHY-1315,XII,Unit 13: Magnetic Effects of Current and Magnetism,Moving Charges and Magnetism; Magnetism and Matter,Biot Savart Law,Direction from the right hand rule,Conceptual/application MCQ,Medium,Application,D,False,
